"","Date","Time_Type","Hour","Station","AQHI","AQHI_Level"
"478","2019-10-06","Hourly",6,"Causeway Bay",4,2
"479","2019-10-06","Hourly",6,"Central",4,2
"480","2019-10-06","Hourly",6,"Mong Kok",4,2
"481","2019-10-06","Hourly",7,"Central Western",4,2
"482","2019-10-06","Hourly",7,"Eastern",4,2
"483","2019-10-06","Hourly",7,"Kwun Tong",4,2
"484","2019-10-06","Hourly",7,"Sham Shui Po",4,2
"485","2019-10-06","Hourly",7,"Kwai Chung",4,2
"486","2019-10-06","Hourly",7,"Tseung Kwan O",4,2
"487","2019-10-06","Hourly",7,"Yuen Long",4,2
"488","2019-10-06","Hourly",7,"Tuen Mun",4,2
"489","2019-10-06","Hourly",7,"Tung Chung",4,2
"490","2019-10-06","Hourly",7,"Tai Po",4,2
"491","2019-10-06","Hourly",7,"Sha Tin",4,2
"492","2019-10-06","Hourly",7,"Tap Mun",4,2
"493","2019-10-06","Hourly",7,"Central",4,2
"494","2019-10-06","Hourly",8,"Kwun Tong",4,2
"495","2019-10-06","Hourly",8,"Tuen Mun",4,2
"496","2019-10-06","Hourly",8,"Tung Chung",4,2
"497","2019-10-06","Hourly",8,"Tap Mun",4,2
"498","2019-10-06","Hourly",8,"Central",4,2
"499","2019-10-06","Hourly",9,"Central",4,2
"500","2019-10-06","Hourly",10,"Central",4,2
"501","2019-10-06","Hourly",11,"Kwun Tong",4,2
"502","2019-10-06","Hourly",11,"Tai Po",4,2
"503","2019-10-06","Hourly",11,"Tap Mun",4,2
"504","2019-10-06","Hourly",11,"Central",4,2
"505","2019-10-06","Hourly",12,"Kwun Tong",4,2
"506","2019-10-06","Hourly",12,"Tseung Kwan O",4,2
"507","2019-10-06","Hourly",12,"Yuen Long",4,2
"508","2019-10-06","Hourly",12,"Tai Po",4,2
"509","2019-10-06","Hourly",12,"Sha Tin",4,2
"510","2019-10-06","Hourly",12,"Tap Mun",4,2
"511","2019-10-06","Hourly",12,"Causeway Bay",4,2
"512","2019-10-06","Hourly",12,"Central",4,2
"513","2019-10-06","Hourly",13,"Central Western",4,2
"514","2019-10-06","Hourly",13,"Eastern",4,2
"515","2019-10-06","Hourly",13,"Kwun Tong",4,2
"516","2019-10-06","Hourly",13,"Sham Shui Po",4,2
"517","2019-10-06","Hourly",13,"Kwai Chung",4,2
"518","2019-10-06","Hourly",13,"Tseung Kwan O",4,2
"519","2019-10-06","Hourly",13,"Yuen Long",4,2
"520","2019-10-06","Hourly",13,"Tuen Mun",4,2
"521","2019-10-06","Hourly",13,"Tai Po",4,2
"522","2019-10-06","Hourly",13,"Sha Tin",4,2
"523","2019-10-06","Hourly",13,"Tap Mun",4,2
"524","2019-10-06","Hourly",13,"Causeway Bay",4,2
"525","2019-10-06","Hourly",13,"Central",4,2
"526","2019-10-06","Hourly",13,"Mong Kok",4,2
"527","2019-10-06","Hourly",14,"Central Western",4,2
"528","2019-10-06","Hourly",14,"Eastern",4,2
"529","2019-10-06","Hourly",14,"Kwun Tong",4,2
"530","2019-10-06","Hourly",14,"Sham Shui Po",4,2
"531","2019-10-06","Hourly",14,"Kwai Chung",4,2
"532","2019-10-06","Hourly",14,"Tsuen Wan",4,2
"533","2019-10-06","Hourly",14,"Tseung Kwan O",4,2
"534","2019-10-06","Hourly",14,"Yuen Long",4,2
"535","2019-10-06","Hourly",14,"Tuen Mun",4,2
"536","2019-10-06","Hourly",14,"Tung Chung",4,2
"537","2019-10-06","Hourly",14,"Tai Po",4,2
"538","2019-10-06","Hourly",14,"Sha Tin",4,2
"539","2019-10-06","Hourly",14,"Tap Mun",4,2
"540","2019-10-06","Hourly",14,"Causeway Bay",4,2
"541","2019-10-06","Hourly",14,"Central",4,2
"542","2019-10-06","Hourly",14,"Mong Kok",4,2
"543","2019-10-06","Hourly",15,"Eastern",4,2
"544","2019-10-06","Hourly",15,"Kwun Tong",4,2
"545","2019-10-06","Hourly",15,"Kwai Chung",4,2
"546","2019-10-06","Hourly",15,"Yuen Long",4,2
"547","2019-10-06","Hourly",15,"Tuen Mun",4,2
"548","2019-10-06","Hourly",15,"Tung Chung",4,2
"549","2019-10-06","Hourly",15,"Tai Po",4,2
"550","2019-10-06","Hourly",15,"Sha Tin",4,2
"551","2019-10-06","Hourly",15,"Tap Mun",4,2
"552","2019-10-06","Hourly",15,"Central",4,2
"553","2019-10-06","Hourly",23,"Tung Chung",4,2
"554","2019-10-06","Hourly",24,"Tung Chung",4,2
"555","2019-10-07","Hourly",4,"Eastern",4,2
"556","2019-10-07","Hourly",4,"Kwun Tong",4,2
"557","2019-10-07","Hourly",5,"Central Western",4,2
"558","2019-10-07","Hourly",5,"Eastern",4,2
"559","2019-10-07","Hourly",5,"Kwun Tong",4,2
"560","2019-10-07","Hourly",5,"Causeway Bay",4,2
"561","2019-10-07","Hourly",6,"Central Western",4,2
"562","2019-10-07","Hourly",6,"Eastern",4,2
"563","2019-10-07","Hourly",6,"Kwun Tong",4,2
"564","2019-10-07","Hourly",6,"Tseung Kwan O",4,2
"565","2019-10-07","Hourly",6,"Causeway Bay",4,2
"566","2019-10-07","Hourly",7,"Central Western",4,2
"567","2019-10-07","Hourly",7,"Eastern",4,2
"568","2019-10-07","Hourly",7,"Kwun Tong",4,2
"569","2019-10-07","Hourly",7,"Tseung Kwan O",4,2
"570","2019-10-07","Hourly",7,"Tap Mun",4,2
"571","2019-10-07","Hourly",7,"Causeway Bay",4,2
"572","2019-10-07","Hourly",8,"Central Western",4,2
"573","2019-10-07","Hourly",8,"Eastern",4,2
"574","2019-10-07","Hourly",8,"Kwun Tong",4,2
"575","2019-10-07","Hourly",8,"Tseung Kwan O",4,2
"576","2019-10-07","Hourly",8,"Tap Mun",4,2
"577","2019-10-07","Hourly",8,"Causeway Bay",4,2
"578","2019-10-07","Hourly",9,"Eastern",4,2
"579","2019-10-07","Hourly",9,"Kwun Tong",4,2
"580","2019-10-07","Hourly",9,"Tseung Kwan O",4,2
"581","2019-10-07","Hourly",9,"Tap Mun",4,2
"582","2019-10-07","Hourly",9,"Causeway Bay",4,2
"583","2019-10-07","Hourly",10,"Eastern",4,2
"584","2019-10-07","Hourly",10,"Kwun Tong",4,2
"585","2019-10-07","Hourly",10,"Tseung Kwan O",4,2
"586","2019-10-07","Hourly",10,"Tai Po",4,2
"587","2019-10-07","Hourly",10,"Tap Mun",4,2
"588","2019-10-07","Hourly",10,"Causeway Bay",4,2
"589","2019-10-07","Hourly",11,"Central Western",4,2
"590","2019-10-07","Hourly",11,"Eastern",4,2
"591","2019-10-07","Hourly",11,"Kwun Tong",4,2
"592","2019-10-07","Hourly",11,"Tseung Kwan O",4,2
"593","2019-10-07","Hourly",11,"Tai Po",4,2
"594","2019-10-07","Hourly",11,"Sha Tin",4,2
"595","2019-10-07","Hourly",11,"Tap Mun",4,2
"596","2019-10-07","Hourly",11,"Causeway Bay",4,2
"597","2019-10-07","Hourly",12,"Central Western",4,2
"598","2019-10-07","Hourly",12,"Eastern",4,2
"599","2019-10-07","Hourly",12,"Kwun Tong",4,2
"600","2019-10-07","Hourly",12,"Sham Shui Po",4,2
"601","2019-10-07","Hourly",12,"Kwai Chung",4,2
"602","2019-10-07","Hourly",12,"Tseung Kwan O",4,2
"603","2019-10-07","Hourly",12,"Yuen Long",4,2
"604","2019-10-07","Hourly",12,"Tung Chung",4,2
"605","2019-10-07","Hourly",12,"Tai Po",4,2
"606","2019-10-07","Hourly",12,"Sha Tin",4,2
"607","2019-10-07","Hourly",12,"Tap Mun",4,2
"608","2019-10-07","Hourly",12,"Causeway Bay",4,2
"609","2019-10-07","Hourly",12,"Mong Kok",4,2
"610","2019-10-07","Hourly",13,"Central Western",4,2
"611","2019-10-07","Hourly",13,"Eastern",4,2
"612","2019-10-07","Hourly",13,"Kwun Tong",4,2
"613","2019-10-07","Hourly",13,"Sham Shui Po",4,2
"614","2019-10-07","Hourly",13,"Kwai Chung",4,2
"615","2019-10-07","Hourly",13,"Tseung Kwan O",4,2
"616","2019-10-07","Hourly",13,"Yuen Long",4,2
"617","2019-10-07","Hourly",13,"Tuen Mun",4,2
"618","2019-10-07","Hourly",13,"Tung Chung",4,2
"619","2019-10-07","Hourly",13,"Tai Po",4,2
"620","2019-10-07","Hourly",13,"Sha Tin",4,2
"621","2019-10-07","Hourly",13,"Tap Mun",4,2
"622","2019-10-07","Hourly",13,"Causeway Bay",4,2
"623","2019-10-07","Hourly",13,"Central",5,2
"624","2019-10-07","Hourly",13,"Mong Kok",4,2
"625","2019-10-07","Hourly",14,"Central Western",4,2
"626","2019-10-07","Hourly",14,"Eastern",4,2
"627","2019-10-07","Hourly",14,"Kwun Tong",4,2
"628","2019-10-07","Hourly",14,"Sham Shui Po",4,2
"629","2019-10-07","Hourly",14,"Kwai Chung",4,2
"630","2019-10-07","Hourly",14,"Tsuen Wan",4,2
"631","2019-10-07","Hourly",14,"Tseung Kwan O",4,2
"632","2019-10-07","Hourly",14,"Yuen Long",4,2
"633","2019-10-07","Hourly",14,"Tuen Mun",4,2
"634","2019-10-07","Hourly",14,"Tung Chung",4,2
"635","2019-10-07","Hourly",14,"Tai Po",4,2
"636","2019-10-07","Hourly",14,"Sha Tin",4,2
"637","2019-10-07","Hourly",14,"Tap Mun",4,2
"638","2019-10-07","Hourly",14,"Causeway Bay",4,2
"639","2019-10-07","Hourly",14,"Central",5,2
"640","2019-10-07","Hourly",14,"Mong Kok",4,2
"641","2019-10-07","Hourly",15,"Central Western",4,2
"642","2019-10-07","Hourly",15,"Eastern",4,2
"643","2019-10-07","Hourly",15,"Kwun Tong",4,2
"644","2019-10-07","Hourly",15,"Sham Shui Po",4,2
"645","2019-10-07","Hourly",15,"Kwai Chung",4,2
"646","2019-10-07","Hourly",15,"Tsuen Wan",4,2
"647","2019-10-07","Hourly",15,"Tseung Kwan O",4,2
"648","2019-10-07","Hourly",15,"Yuen Long",4,2
"649","2019-10-07","Hourly",15,"Tuen Mun",4,2
"650","2019-10-07","Hourly",15,"Tung Chung",4,2
"651","2019-10-07","Hourly",15,"Tai Po",4,2
"652","2019-10-07","Hourly",15,"Sha Tin",4,2
"653","2019-10-07","Hourly",15,"Tap Mun",4,2
"654","2019-10-07","Hourly",15,"Causeway Bay",4,2
"655","2019-10-07","Hourly",15,"Mong Kok",4,2
"656","2019-10-07","Hourly",16,"Central Western",4,2
"657","2019-10-07","Hourly",16,"Eastern",4,2
"658","2019-10-07","Hourly",16,"Kwun Tong",4,2
"659","2019-10-07","Hourly",16,"Sham Shui Po",4,2
"660","2019-10-07","Hourly",16,"Kwai Chung",4,2
"661","2019-10-07","Hourly",16,"Tsuen Wan",4,2
"662","2019-10-07","Hourly",16,"Tseung Kwan O",4,2
"663","2019-10-07","Hourly",16,"Yuen Long",4,2
"664","2019-10-07","Hourly",16,"Tuen Mun",4,2
"665","2019-10-07","Hourly",16,"Tung Chung",4,2
"666","2019-10-07","Hourly",16,"Tai Po",4,2
"667","2019-10-07","Hourly",16,"Sha Tin",4,2
"668","2019-10-07","Hourly",16,"Tap Mun",4,2
"669","2019-10-07","Hourly",16,"Causeway Bay",4,2
"670","2019-10-07","Hourly",16,"Mong Kok",4,2
"671","2019-10-07","Hourly",17,"Central Western",4,2
"672","2019-10-07","Hourly",17,"Eastern",4,2
"673","2019-10-07","Hourly",17,"Kwun Tong",4,2
"674","2019-10-07","Hourly",17,"Sham Shui Po",4,2
"675","2019-10-07","Hourly",17,"Kwai Chung",4,2
"676","2019-10-07","Hourly",17,"Tseung Kwan O",4,2
"677","2019-10-07","Hourly",17,"Yuen Long",4,2
"678","2019-10-07","Hourly",17,"Tung Chung",4,2
"679","2019-10-07","Hourly",17,"Tai Po",4,2
"680","2019-10-07","Hourly",17,"Sha Tin",4,2
"681","2019-10-07","Hourly",17,"Tap Mun",4,2
"682","2019-10-07","Hourly",17,"Causeway Bay",4,2
"683","2019-10-07","Hourly",17,"Mong Kok",4,2
"684","2019-10-07","Hourly",18,"Central Western",4,2
"685","2019-10-07","Hourly",18,"Eastern",4,2
"686","2019-10-07","Hourly",18,"Kwun Tong",4,2
"687","2019-10-07","Hourly",18,"Sham Shui Po",4,2
"688","2019-10-07","Hourly",18,"Kwai Chung",4,2
"689","2019-10-07","Hourly",18,"Tseung Kwan O",4,2
"690","2019-10-07","Hourly",18,"Yuen Long",4,2
"691","2019-10-07","Hourly",18,"Tung Chung",4,2
"692","2019-10-07","Hourly",18,"Tai Po",4,2
"693","2019-10-07","Hourly",18,"Sha Tin",4,2
"694","2019-10-07","Hourly",18,"Tap Mun",4,2
"695","2019-10-07","Hourly",18,"Causeway Bay",4,2
"696","2019-10-07","Hourly",18,"Mong Kok",4,2
"697","2019-10-07","Hourly",19,"Eastern",4,2
"698","2019-10-07","Hourly",19,"Kwun Tong",4,2
"699","2019-10-07","Hourly",19,"Tseung Kwan O",4,2
"700","2019-10-07","Hourly",19,"Tai Po",4,2
"701","2019-10-07","Hourly",19,"Sha Tin",4,2
"702","2019-10-07","Hourly",19,"Tap Mun",4,2
"703","2019-10-07","Hourly",19,"Causeway Bay",4,2
"704","2019-10-07","Hourly",19,"Mong Kok",4,2
"705","2019-10-07","Hourly",20,"Kwun Tong",4,2
"706","2019-10-07","Hourly",20,"Tap Mun",4,2
"707","2019-10-07","Hourly",20,"Causeway Bay",4,2
"708","2019-10-07","Hourly",20,"Mong Kok",4,2
"709","2019-10-07","Hourly",21,"Mong Kok",4,2
"710","2019-10-08","Hourly",12,"Tai Po",5,2
"711","2019-10-08","Hourly",13,"Yuen Long",5,2
"712","2019-10-08","Hourly",13,"Tuen Mun",5,2
"713","2019-10-08","Hourly",13,"Tai Po",5,2
"714","2019-10-08","Hourly",14,"Eastern",5,2
"715","2019-10-08","Hourly",14,"Kwun Tong",5,2
"716","2019-10-08","Hourly",14,"Yuen Long",5,2
"717","2019-10-08","Hourly",14,"Tai Po",5,2
"718","2019-10-08","Hourly",14,"Sha Tin",5,2
"719","2019-10-08","Hourly",15,"Central Western",5,2
"720","2019-10-08","Hourly",15,"Eastern",5,2
"721","2019-10-08","Hourly",15,"Kwun Tong",5,2
"722","2019-10-08","Hourly",15,"Tseung Kwan O",5,2
"723","2019-10-08","Hourly",15,"Yuen Long",5,2
"724","2019-10-08","Hourly",15,"Tuen Mun",5,2
"725","2019-10-08","Hourly",15,"Tai Po",5,2
"726","2019-10-08","Hourly",15,"Sha Tin",5,2
"727","2019-10-08","Hourly",16,"Central Western",5,2
"728","2019-10-08","Hourly",16,"Eastern",5,2
"729","2019-10-08","Hourly",16,"Kwun Tong",5,2
"730","2019-10-08","Hourly",16,"Sham Shui Po",5,2
"731","2019-10-08","Hourly",16,"Kwai Chung",5,2
"732","2019-10-08","Hourly",16,"Tsuen Wan",5,2
"733","2019-10-08","Hourly",16,"Tseung Kwan O",5,2
"734","2019-10-08","Hourly",16,"Yuen Long",5,2
"735","2019-10-08","Hourly",16,"Tuen Mun",5,2
"736","2019-10-08","Hourly",16,"Tung Chung",5,2
"737","2019-10-08","Hourly",16,"Tai Po",5,2
"738","2019-10-08","Hourly",16,"Sha Tin",5,2
"739","2019-10-08","Hourly",16,"Causeway Bay",6,2
"740","2019-10-08","Hourly",16,"Mong Kok",6,2
"741","2019-10-08","Hourly",17,"Central Western",5,2
"742","2019-10-08","Hourly",17,"Eastern",5,2
"743","2019-10-08","Hourly",17,"Kwun Tong",5,2
"744","2019-10-08","Hourly",17,"Sham Shui Po",5,2
"745","2019-10-08","Hourly",17,"Kwai Chung",5,2
"746","2019-10-08","Hourly",17,"Tsuen Wan",5,2
"747","2019-10-08","Hourly",17,"Tseung Kwan O",5,2
"748","2019-10-08","Hourly",17,"Yuen Long",5,2
"749","2019-10-08","Hourly",17,"Tuen Mun",5,2
"750","2019-10-08","Hourly",17,"Tung Chung",5,2
"751","2019-10-08","Hourly",17,"Tai Po",5,2
"752","2019-10-08","Hourly",17,"Sha Tin",5,2
"753","2019-10-08","Hourly",17,"Tap Mun",6,2
"754","2019-10-08","Hourly",17,"Causeway Bay",6,2
"755","2019-10-08","Hourly",17,"Central",6,2
"756","2019-10-08","Hourly",17,"Mong Kok",6,2
"757","2019-10-08","Hourly",18,"Central Western",5,2
"758","2019-10-08","Hourly",18,"Eastern",5,2
"759","2019-10-08","Hourly",18,"Kwun Tong",5,2
"760","2019-10-08","Hourly",18,"Sham Shui Po",5,2
"761","2019-10-08","Hourly",18,"Kwai Chung",5,2
"762","2019-10-08","Hourly",18,"Tsuen Wan",5,2
"763","2019-10-08","Hourly",18,"Tseung Kwan O",5,2
"764","2019-10-08","Hourly",18,"Yuen Long",5,2
"765","2019-10-08","Hourly",18,"Tuen Mun",5,2
"766","2019-10-08","Hourly",18,"Tung Chung",5,2
"767","2019-10-08","Hourly",18,"Tai Po",5,2
"768","2019-10-08","Hourly",18,"Sha Tin",5,2
"769","2019-10-08","Hourly",18,"Tap Mun",6,2
"770","2019-10-08","Hourly",18,"Causeway Bay",6,2
"771","2019-10-08","Hourly",18,"Central",6,2
"772","2019-10-08","Hourly",18,"Mong Kok",6,2
"773","2019-10-08","Hourly",19,"Central Western",5,2
"774","2019-10-08","Hourly",19,"Eastern",5,2
"775","2019-10-08","Hourly",19,"Kwun Tong",5,2
"776","2019-10-08","Hourly",19,"Sham Shui Po",5,2
"777","2019-10-08","Hourly",19,"Kwai Chung",5,2
"778","2019-10-08","Hourly",19,"Tsuen Wan",5,2
"779","2019-10-08","Hourly",19,"Tseung Kwan O",5,2
"780","2019-10-08","Hourly",19,"Yuen Long",5,2
"781","2019-10-08","Hourly",19,"Tuen Mun",5,2
"782","2019-10-08","Hourly",19,"Tung Chung",5,2
"783","2019-10-08","Hourly",19,"Tai Po",5,2
"784","2019-10-08","Hourly",19,"Sha Tin",5,2
"785","2019-10-08","Hourly",20,"Central Western",5,2
"786","2019-10-08","Hourly",20,"Eastern",5,2
"787","2019-10-08","Hourly",20,"Kwun Tong",5,2
"788","2019-10-08","Hourly",20,"Sham Shui Po",5,2
"789","2019-10-08","Hourly",20,"Kwai Chung",5,2
"790","2019-10-08","Hourly",20,"Tsuen Wan",5,2
"791","2019-10-08","Hourly",20,"Tseung Kwan O",5,2
"792","2019-10-08","Hourly",20,"Yuen Long",5,2
"793","2019-10-08","Hourly",20,"Tuen Mun",5,2
"794","2019-10-08","Hourly",20,"Tung Chung",5,2
"795","2019-10-08","Hourly",20,"Tai Po",5,2
"796","2019-10-08","Hourly",20,"Sha Tin",5,2
"797","2019-10-08","Hourly",21,"Kwun Tong",5,2
"798","2019-10-08","Hourly",21,"Yuen Long",5,2
"799","2019-10-08","Hourly",21,"Tuen Mun",5,2
"800","2019-10-08","Hourly",21,"Tung Chung",5,2
"801","2019-10-08","Hourly",21,"Tai Po",5,2
"802","2019-10-08","Hourly",22,"Tung Chung",5,2
"803","2019-10-09","Hourly",2,"Kwun Tong",5,2
"804","2019-10-09","Hourly",2,"Tseung Kwan O",5,2
"805","2019-10-09","Hourly",2,"Tap Mun",5,2
"806","2019-10-09","Hourly",3,"Kwun Tong",5,2
"807","2019-10-09","Hourly",3,"Tseung Kwan O",5,2
"808","2019-10-09","Hourly",3,"Tai Po",5,2
"809","2019-10-09","Hourly",3,"Sha Tin",5,2
"810","2019-10-09","Hourly",3,"Tap Mun",5,2
"811","2019-10-09","Hourly",4,"Central Western",5,2
"812","2019-10-09","Hourly",4,"Kwun Tong",5,2
"813","2019-10-09","Hourly",4,"Kwai Chung",5,2
"814","2019-10-09","Hourly",4,"Tseung Kwan O",5,2
"815","2019-10-09","Hourly",4,"Tuen Mun",5,2
"816","2019-10-09","Hourly",4,"Tung Chung",5,2
"817","2019-10-09","Hourly",4,"Tai Po",5,2
"818","2019-10-09","Hourly",4,"Sha Tin",5,2
"819","2019-10-09","Hourly",4,"Tap Mun",5,2
"820","2019-10-09","Hourly",4,"Causeway Bay",5,2
"821","2019-10-09","Hourly",4,"Mong Kok",5,2
"822","2019-10-09","Hourly",5,"Central Western",5,2
"823","2019-10-09","Hourly",5,"Kwun Tong",5,2
"824","2019-10-09","Hourly",5,"Kwai Chung",5,2
"825","2019-10-09","Hourly",5,"Tsuen Wan",5,2
"826","2019-10-09","Hourly",5,"Tseung Kwan O",5,2
"827","2019-10-09","Hourly",5,"Yuen Long",5,2
"828","2019-10-09","Hourly",5,"Tuen Mun",5,2
"829","2019-10-09","Hourly",5,"Tung Chung",5,2
"830","2019-10-09","Hourly",5,"Tai Po",5,2
"831","2019-10-09","Hourly",5,"Sha Tin",5,2
"832","2019-10-09","Hourly",5,"Tap Mun",5,2
"833","2019-10-09","Hourly",5,"Causeway Bay",5,2
"834","2019-10-09","Hourly",5,"Mong Kok",5,2
"835","2019-10-09","Hourly",6,"Central Western",5,2
"836","2019-10-09","Hourly",6,"Kwun Tong",5,2
"837","2019-10-09","Hourly",6,"Kwai Chung",5,2
"838","2019-10-09","Hourly",6,"Tseung Kwan O",5,2
"839","2019-10-09","Hourly",6,"Tuen Mun",5,2
"840","2019-10-09","Hourly",6,"Tung Chung",5,2
"841","2019-10-09","Hourly",6,"Tai Po",5,2
"842","2019-10-09","Hourly",6,"Sha Tin",5,2
"843","2019-10-09","Hourly",6,"Tap Mun",5,2
"844","2019-10-09","Hourly",6,"Causeway Bay",5,2
"845","2019-10-09","Hourly",7,"Central Western",5,2
"846","2019-10-09","Hourly",7,"Kwun Tong",5,2
"847","2019-10-09","Hourly",7,"Tseung Kwan O",5,2
"848","2019-10-09","Hourly",7,"Tung Chung",5,2
"849","2019-10-09","Hourly",7,"Tai Po",5,2
"850","2019-10-09","Hourly",7,"Sha Tin",5,2
"851","2019-10-09","Hourly",7,"Tap Mun",5,2
"852","2019-10-09","Hourly",8,"Kwun Tong",5,2
"853","2019-10-09","Hourly",8,"Tseung Kwan O",5,2
"854","2019-10-09","Hourly",8,"Tai Po",5,2
"855","2019-10-09","Hourly",8,"Tap Mun",5,2
"856","2019-10-09","Hourly",9,"Kwun Tong",5,2
"857","2019-10-09","Hourly",9,"Tseung Kwan O",5,2
"858","2019-10-09","Hourly",9,"Tai Po",5,2
"859","2019-10-09","Hourly",9,"Tap Mun",5,2
"860","2019-10-09","Hourly",9,"Causeway Bay",5,2
"861","2019-10-09","Hourly",10,"Kwun Tong",5,2
"862","2019-10-09","Hourly",10,"Tseung Kwan O",5,2
"863","2019-10-09","Hourly",10,"Tai Po",5,2
"864","2019-10-09","Hourly",10,"Tap Mun",5,2
"865","2019-10-09","Hourly",10,"Causeway Bay",5,2
"866","2019-10-09","Hourly",10,"Mong Kok",5,2
"867","2019-10-09","Hourly",11,"Kwun Tong",5,2
"868","2019-10-09","Hourly",11,"Kwai Chung",5,2
"869","2019-10-09","Hourly",11,"Tseung Kwan O",5,2
"870","2019-10-09","Hourly",11,"Tuen Mun",5,2
"871","2019-10-09","Hourly",11,"Tung Chung",5,2
"872","2019-10-09","Hourly",11,"Tai Po",5,2
"873","2019-10-09","Hourly",11,"Sha Tin",5,2
"874","2019-10-09","Hourly",11,"Tap Mun",5,2
"875","2019-10-09","Hourly",11,"Causeway Bay",5,2
"876","2019-10-09","Hourly",11,"Mong Kok",5,2
"877","2019-10-09","Hourly",12,"Central Western",5,2
"878","2019-10-09","Hourly",12,"Kwun Tong",5,2
"879","2019-10-09","Hourly",12,"Kwai Chung",5,2
"880","2019-10-09","Hourly",12,"Tsuen Wan",5,2
"881","2019-10-09","Hourly",12,"Tseung Kwan O",5,2
"882","2019-10-09","Hourly",12,"Yuen Long",5,2
"883","2019-10-09","Hourly",12,"Tuen Mun",5,2
"884","2019-10-09","Hourly",12,"Tung Chung",5,2
"885","2019-10-09","Hourly",12,"Tai Po",5,2
"886","2019-10-09","Hourly",12,"Sha Tin",5,2
"887","2019-10-09","Hourly",12,"Tap Mun",5,2
"888","2019-10-09","Hourly",12,"Causeway Bay",5,2
"889","2019-10-09","Hourly",12,"Mong Kok",5,2
"890","2019-10-09","Hourly",13,"Central Western",5,2
"891","2019-10-09","Hourly",13,"Kwun Tong",5,2
"892","2019-10-09","Hourly",13,"Kwai Chung",5,2
"893","2019-10-09","Hourly",13,"Tsuen Wan",5,2
"894","2019-10-09","Hourly",13,"Tseung Kwan O",5,2
"895","2019-10-09","Hourly",13,"Yuen Long",5,2
"896","2019-10-09","Hourly",13,"Tuen Mun",5,2
"897","2019-10-09","Hourly",13,"Tung Chung",5,2
"898","2019-10-09","Hourly",13,"Tai Po",5,2
"899","2019-10-09","Hourly",13,"Sha Tin",5,2
"900","2019-10-09","Hourly",13,"Tap Mun",5,2
"901","2019-10-09","Hourly",13,"Causeway Bay",5,2
"902","2019-10-09","Hourly",13,"Mong Kok",5,2
"903","2019-10-09","Hourly",14,"Central Western",5,2
"904","2019-10-09","Hourly",14,"Kwun Tong",5,2
"905","2019-10-09","Hourly",14,"Sham Shui Po",6,2
"906","2019-10-09","Hourly",14,"Kwai Chung",5,2
"907","2019-10-09","Hourly",14,"Tsuen Wan",5,2
"908","2019-10-09","Hourly",14,"Tseung Kwan O",5,2
"909","2019-10-09","Hourly",14,"Yuen Long",5,2
"910","2019-10-09","Hourly",14,"Tuen Mun",5,2
"911","2019-10-09","Hourly",14,"Tung Chung",5,2
"912","2019-10-09","Hourly",14,"Tai Po",5,2
"913","2019-10-09","Hourly",14,"Sha Tin",5,2
"914","2019-10-09","Hourly",14,"Tap Mun",5,2
"915","2019-10-09","Hourly",14,"Causeway Bay",5,2
"916","2019-10-09","Hourly",14,"Mong Kok",5,2
"917","2019-10-09","Hourly",15,"Central Western",5,2
"918","2019-10-09","Hourly",15,"Kwun Tong",5,2
"919","2019-10-09","Hourly",15,"Sham Shui Po",6,2
"920","2019-10-09","Hourly",15,"Kwai Chung",5,2
"921","2019-10-09","Hourly",15,"Tsuen Wan",5,2
"922","2019-10-09","Hourly",15,"Tseung Kwan O",5,2
"923","2019-10-09","Hourly",15,"Yuen Long",5,2
"924","2019-10-09","Hourly",15,"Tuen Mun",5,2
"925","2019-10-09","Hourly",15,"Tung Chung",5,2
"926","2019-10-09","Hourly",15,"Tai Po",5,2
"927","2019-10-09","Hourly",15,"Sha Tin",5,2
"928","2019-10-09","Hourly",15,"Tap Mun",5,2
"929","2019-10-09","Hourly",15,"Causeway Bay",5,2
"930","2019-10-09","Hourly",15,"Mong Kok",5,2
"931","2019-10-09","Hourly",16,"Central Western",5,2
"932","2019-10-09","Hourly",16,"Kwun Tong",5,2
"933","2019-10-09","Hourly",16,"Sham Shui Po",6,2
"934","2019-10-09","Hourly",16,"Kwai Chung",5,2
"935","2019-10-09","Hourly",16,"Tsuen Wan",5,2
"936","2019-10-09","Hourly",16,"Tseung Kwan O",5,2
"937","2019-10-09","Hourly",16,"Yuen Long",5,2
"938","2019-10-09","Hourly",16,"Tuen Mun",5,2
"939","2019-10-09","Hourly",16,"Tung Chung",5,2
"940","2019-10-09","Hourly",16,"Tai Po",5,2
"941","2019-10-09","Hourly",16,"Sha Tin",5,2
"942","2019-10-09","Hourly",16,"Tap Mun",5,2
"943","2019-10-09","Hourly",16,"Causeway Bay",5,2
"944","2019-10-09","Hourly",16,"Central",6,2
"945","2019-10-09","Hourly",16,"Mong Kok",5,2
"946","2019-10-09","Hourly",17,"Central Western",5,2
"947","2019-10-09","Hourly",17,"Eastern",6,2
"948","2019-10-09","Hourly",17,"Kwun Tong",5,2
"949","2019-10-09","Hourly",17,"Kwai Chung",5,2
"950","2019-10-09","Hourly",17,"Tsuen Wan",5,2
"951","2019-10-09","Hourly",17,"Tseung Kwan O",5,2
"952","2019-10-09","Hourly",17,"Yuen Long",5,2
"953","2019-10-09","Hourly",17,"Tuen Mun",5,2
"954","2019-10-09","Hourly",17,"Tung Chung",5,2
"955","2019-10-09","Hourly",17,"Tai Po",5,2
